yearID,lgID,divID,teamID,franchID,name,Rank,G,W,L,R,RA,WSWin,LgWin
1921,EAS,,BRG,BR2,Brooklyn Royal Giants,6,13,5,8,50,53,,
1921,NL,,BRO,LAD,Brooklyn Robins,5,152,77,75,667,681,N,N
1921,NL,,BSN,ATL,Boston Braves,4,153,79,74,721,697,N,N
1921,NNL,,CAG,CAG,Chicago American Giants,1,68,44,22,353,290,,Y
1921,AL,,CHA,CHW,Chicago White Sox,7,154,62,92,683,858,N,N
1921,NL,,CHN,CHC,Chicago Cubs,7,153,64,89,668,773,N,N
1921,NL,,CIN,CIN,Cincinnati Reds,6,153,70,83,618,649,N,N
1921,AL,,CLE,CLE,Cleveland Indians,2,154,94,60,925,712,N,N
1921,NNL,,COB,COB,Columbus Buckeyes,6,71,31,39,408,444,,
1921,NNL,,COG,COG,Chicago Giants,8,47,10,35,241,316,,
1921,NNL,,CS,CSW,Cincinnati Cuban Stars,7,70,29,40,318,340,,
1921,EAS,,CSE,CSE,Cuban Stars East,4,19,10,9,61,37,,
1921,AL,,DET,DET,Detroit Tigers,6,154,71,82,883,852,N,N
1921,NNL,,DS,DS,Detroit Stars,5,65,31,33,267,324,,
1921,EAS,,HIL,HIL,Hilldale Club,1,46,27,18,270,197,,
1921,NNL,,KCM,KCM,Kansas City Monarchs,3,94,53,41,522,456,,
1921,EAS,,NLG,NLG,New York Lincoln Giants,3,22,12,10,40,61,,
1921,NL,,NY1,SFG,New York Giants,1,153,94,59,840,637,Y,Y
1921,AL,,NYA,NYY,New York Yankees,1,153,98,55,948,708,N,Y
1921,AL,,PHA,OAK,Philadelphia Athletics,8,155,53,100,657,894,N,N
1921,NL,,PHI,PHI,Philadelphia Phillies,8,154,51,103,617,919,N,N
1921,NL,,PIT,PIT,Pittsburgh Pirates,2,154,90,63,692,595,N,N
1921,AL,,SLA,BAL,St. Louis Browns,3,154,81,73,835,845,N,N
1921,NNL,,SLG,SLS,St. Louis Giants,2,75,42,32,416,326,,
1921,NL,,SLN,STL,St. Louis Cardinals,3,154,87,66,809,681,N,N
1921,AL,,WS1,MIN,Washington Senators,4,154,80,73,704,738,N,N
1922,NNL,,ABC,ABC,Indianapolis ABCs,3,81,48,32,516,406,,
1922,IND,,BBS,BBS,Baltimore Black Sox,6,52,25,26,189,216,,
1922,AL,,BOS,BOS,Boston Red Sox,8,154,61,93,598,769,N,N
1922,IND,,BRG,BR2,Brooklyn Royal Giants,3,10,6,4,36,30,,
1922,NL,,BRO,LAD,Brooklyn Robins,6,155,76,78,743,754,N,N
1922,NL,,BSN,ATL,Boston Braves,8,154,53,100,596,822,N,N
1922,NNL,,CAG,CAG,Chicago American Giants,1,62,38,23,387,339,,Y
1922,AL,,CHA,CHW,Chicago White Sox,5,155,77,77,691,691,N,N
1922,NL,,CHN,CHC,Chicago Cubs,5,156,80,74,771,808,N,N
1922,NL,,CIN,CIN,Cincinnati Reds,2,156,86,68,766,677,N,N
1922,AL,,CLE,CLE,Cleveland Indians,4,155,78,76,768,817,N,N
1922,IND,,CSE,CSE,Cuban Stars East,4,21,10,9,80,84,,
1922,NNL,,CSW,CSW,Cuban Stars West,8,57,16,41,265,381,,
1922,NNL,,CTS,CTS,Cleveland Tate Stars,7,40,15,24,238,316,,
1922,AL,,DET,DET,Detroit Tigers,3,155,79,75,828,791,N,N
1922,NNL,,DS,DS,Detroit Stars,4,75,41,33,389,318,,
1922,IND,,HIL,HIL,Hilldale Club,8,48,20,27,198,212,,
1922,NNL,,KCM,KCM,Kansas City Monarchs,2,80,47,31,499,396,,
1922,IND,,NLG,NLG,New York Lincoln Giants,5,21,9,9,80,85,,
1922,NL,,NY1,SFG,New York Giants,1,156,93,61,852,658,Y,Y
1922,AL,,NYA,NYY,New York Yankees,1,154,94,60,758,618,N,Y
1922,IND,,NYB,BG1,New York Bacharach Giants,7,68,30,37,259,267,,
1922,AL,,PHA,OAK,Philadelphia Athletics,7,155,65,89,705,830,N,N
1922,NL,,PHI,PHI,Philadelphia Phillies,7,154,57,96,738,920,N,N
1922,NL,,PIT,PIT,Pittsburgh Pirates,3,155,85,69,865,736,N,N
1922,NNL,,PK,PBK,Pittsburgh Keystones,6,38,12,24,190,259,,
1922,AL,,SLA,BAL,St. Louis Browns,2,154,93,61,867,643,N,N
1922,NL,,SLN,STL,St. Louis Cardinals,3,154,85,69,863,819,N,N
1922,NNL,,SLS,SLS,St. Louis Stars,5,61,26,35,383,428,,
1922,AL,,WS1,MIN,Washington Senators,6,154,69,85,650,706,N,N
1923,NNL,,ABC,ABC,Indianapolis ABCs,3,78,46,32,488,438,,
1923,ECL,,ACB,BG2,Atlantic City Bacharach Giants,4,46,21,24,277,269,,
1923,IND,,BBB,BBB,Birmingham Black Barons,5,45,16,25,183,212,,
1923,ECL,,BBS,BBS,Baltimore Black Sox,6,51,19,31,285,409,,
1923,AL,,BOS,BOS,Boston Red Sox,8,154,61,91,584,809,N,N
1923,ECL,,BRG,BR2,Brooklyn Royal Giants,3,36,17,18,173,170,,
1923,NL,,BRO,LAD,Brooklyn Robins,6,155,76,78,753,741,N,N
1923,NL,,BSN,ATL,Boston Braves,7,155,54,100,636,798,N,N
1923,NNL,,CAG,CAG,Chicago American Giants,2,71,42,29,440,363,,
1923,AL,,CHA,CHW,Chicago White Sox,7,156,69,85,692,741,N,N
1923,NL,,CHN,CHC,Chicago Cubs,4,154,83,71,756,704,N,N
1923,NL,,CIN,CIN,Cincinnati Reds,2,154,91,63,708,629,N,N
1923,AL,,CLE,CLE,Cleveland Indians,3,153,82,71,888,746,N,N
1923,ECL,,CSE,CSE,Cuban Stars East,2,41,24,17,189,173,,
1923,NNL,,CSW,CSW,Cuban Stars West,5,57,24,33,341,329,,
1923,AL,,DET,DET,Detroit Tigers,2,155,83,71,831,741,N,N
1923,NNL,,DS,DS,Detroit Stars,4,67,39,28,436,420,,
1923,ECL,,HIL,HIL,Hilldale Club,1,55,34,20,374,265,,Y
1923,NNL,,KCM,KCM,Kansas City Monarchs,1,95,59,36,636,450,,Y
1923,NNL,,MB,MB,Milwaukee Bears,8,53,11,42,254,418,,
1923,IND,,MRS,MRS,Memphis Red Sox,1,22,15,7,81,66,,
1923,ECL,,NLG,NLG,New York Lincoln Giants,5,37,16,21,186,162,,
1923,NL,,NY1,SFG,New York Giants,1,153,95,58,854,679,N,Y
1923,AL,,NYA,NYY,New York Yankees,1,152,98,54,823,622,Y,Y
1923,AL,,PHA,OAK,Philadelphia Athletics,6,153,69,83,661,761,N,N
1923,NL,,PHI,PHI,Philadelphia Phillies,8,155,50,104,748,1008,N,N
1923,NL,,PIT,PIT,Pittsburgh Pirates,3,154,87,67,786,696,N,N
1923,AL,,SLA,BAL,St. Louis Browns,5,154,74,78,688,720,N,N
1923,NL,,SLN,STL,St. Louis Cardinals,5,154,79,74,746,732,N,N
1923,NNL,,SLS,SLS,St. Louis Stars,6,72,29,43,475,574,,
1923,NNL,,TT,TT,Toledo Tigers,7,27,10,17,152,195,,
1923,AL,,WS1,MIN,Washington Senators,4,155,75,78,720,747,N,N
1924,NNL,,ABC,ABC,Indianapolis ABCs,9,25,3,20,61,139,,
1924,ECL,,ACB,BG2,Atlantic City Bacharach Giants,4,68,35,32,390,360,,
1924,NNL,,BBB,BBB,Birmingham Black Barons,5,74,30,41,337,364,,
1924,ECL,,BBS,BBS,Baltimore Black Sox,2,60,37,23,336,299,,
1924,AL,,BOS,BOS,Boston Red Sox,7,157,67,87,737,806,N,N
1924,ECL,,BRG,BR2,Brooklyn Royal Giants,6,41,15,25,166,211,,
1924,NL,,BRO,LAD,Brooklyn Robins,2,154,92,62,717,675,N,N
1924,NL,,BSN,ATL,Boston Braves,8,154,53,100,520,800,N,N
1924,NNL,,CAG,CAG,Chicago American Giants,2,77,51,26,454,346,,
1924,NNL,,CBN,CBN,Cleveland Browns,8,47,15,32,153,242,,
1924,AL,,CHA,CHW,Chicago White Sox,8,154,66,87,793,858,N,N
1924,NL,,CHN,CHC,Chicago Cubs,5,154,81,72,698,699,N,N
1924,NL,,CIN,CIN,Cincinnati Reds,4,153,83,70,649,579,N,N
1924,AL,,CLE,CLE,Cleveland Indians,6,153,67,86,755,814,N,N
1924,ECL,,CSE,CSE,Cuban Stars East,8,49,16,32,243,288,,
1924,NNL,,CSW,CSW,Cuban Stars West,7,50,17,33,276,312,,
1924,AL,,DET,DET,Detroit Tigers,3,156,86,68,849,796,N,N
1924,NNL,,DS,DS,Detroit Stars,3,64,35,28,345,381,,
1924,ECL,,HBG,HBG,Harrisburg Giants,5,61,30,31,311,313,,
1924,ECL,,HIL,HIL,Hilldale Club,1,73,46,24,387,271,,Y
1924,NNL,,KCM,KCM,Kansas City Monarchs,1,79,57,22,530,319,Y,Y
1924,NNL,,MRS,MRS,Memphis Red Sox,6,44,17,25,231,282,,
1924,ECL,,NLG,NLG,New York Lincoln Giants,3,63,33,28,385,352,,
1924,NL,,NY1,SFG,New York Giants,1,154,93,60,857,641,N,Y
1924,AL,,NYA,NYY,New York Yankees,2,153,89,63,798,667,N,N
1924,AL,,PHA,OAK,Philadelphia Athletics,5,152,71,81,685,778,N,N
1924,NL,,PHI,PHI,Philadelphia Phillies,7,152,55,96,676,849,N,N
1924,NL,,PIT,PIT,Pittsburgh Pirates,3,153,90,63,724,588,N,N
1924,AL,,SLA,BAL,St. Louis Browns,4,153,74,78,769,809,N,N
1924,NL,,SLN,STL,St. Louis Cardinals,6,154,65,89,740,750,N,N
1924,NNL,,SLS,SLS,St. Louis Stars,4,82,42,40,396,412,,
1924,ECL,,WP,WP,Washington Potomacs,7,59,21,38,318,421,,
1924,AL,,WS1,MIN,Washington Senators,1,156,92,62,755,613,Y,Y
1925,NNL,,ABC,ABC,Indianapolis ABCs,8,70,17,53,261,445,,
1925,ECL,,ACB,BG2,Atlantic City Bacharach Giants,4,74,36,36,353,363,,
1925,NNL,,BBB,BBB,Birmingham Black Barons,7,90,27,61,376,510,,
1925,ECL,,BBS,BBS,Baltimore Black Sox,3,66,33,31,332,322,,
1925,AL,,BOS,BOS,Boston Red Sox,8,152,47,105,639,922,N,N
1925,ECL,,BRG,BR2,Brooklyn Royal Giants,5,35,14,20,182,171,,
1925,NL,,BRO,LAD,Brooklyn Robins,6,153,68,85,786,866,N,N
1925,NL,,BSN,ATL,Boston Braves,5,153,70,83,708,802,N,N
1925,NNL,,CAG,CAG,Chicago American Giants,4,94,52,40,389,352,,
1925,AL,,CHA,CHW,Chicago White Sox,5,154,79,75,811,770,N,N
1925,NL,,CHN,CHC,Chicago Cubs,8,154,68,86,723,773,N,N
1925,NL,,CIN,CIN,Cincinnati Reds,3,153,80,73,690,643,N,N
1925,AL,,CLE,CLE,Cleveland Indians,6,155,70,84,782,817,N,N
1925,ECL,,CSE,CSE,Cuban Stars East,6,43,16,26,226,248,,
1925,NNL,,CSW,CSW,Cuban Stars West,6,51,20,31,244,286,,
1925,AL,,DET,DET,Detroit Tigers,4,156,81,73,903,829,N,N
1925,NNL,,DS,DS,Detroit Stars,3,94,55,39,623,555,,
1925,ECL,,HBG,HBG,Harrisburg Giants,2,73,48,24,494,382,,
1925,ECL,,HIL,HIL,Hilldale Club,1,72,53,18,462,316,Y,Y
1925,NNL,,KCM,KCM,Kansas City Monarchs,1,85,60,23,447,286,,Y
1925,NNL,,MRS,MRS,Memphis Red Sox,5,88,34,53,331,408,,
1925,ECL,,NLG,NLG,New York Lincoln Giants,8,50,7,41,223,433,,
1925,NL,,NY1,SFG,New York Giants,2,152,86,66,736,702,N,N
1925,AL,,NYA,NYY,New York Yankees,7,156,69,85,706,774,N,N
1925,AL,,PHA,OAK,Philadelphia Athletics,2,153,88,64,831,713,N,N
1925,NL,,PHI,PHI,Philadelphia Phillies,6,153,68,85,812,930,N,N
1925,NL,,PIT,PIT,Pittsburgh Pirates,1,153,95,58,912,715,Y,Y
1925,AL,,SLA,BAL,St. Louis Browns,3,154,82,71,900,906,N,N
1925,NL,,SLN,STL,St. Louis Cardinals,4,153,77,76,828,764,N,N
1925,NNL,,SLS,SLS,St. Louis Stars,2,97,65,30,617,456,,
1925,ECL,,WMP,WP,Wilmington Potomacs,7,33,10,21,168,203,,
1925,AL,,WS1,MIN,Washington Senators,1,152,96,55,829,670,N,Y
1926,NNL,,ABC,ABC,Indianapolis ABCs,5,86,38,47,473,410,,
1926,ECL,,ACB,BG2,Atlantic City Bacharach Giants,2,72,43,28,281,243,,Y
1926,ECL,,BBS,BBS,Baltimore Black Sox,6,62,22,38,262,357,,
1926,AL,,BOS,BOS,Boston Red Sox,8,154,46,107,562,835,N,N
1926,ECL,,BRG,BR2,Brooklyn Royal Giants,7,35,11,24,113,128,,
1926,NL,,BRO,LAD,Brooklyn Robins,6,155,71,82,623,705,N,N
1926,NL,,BSN,ATL,Boston Braves,7,153,66,86,624,719,N,N
1926,NNL,,CAG,CAG,Chicago American Giants,2,82,56,24,401,278,Y,Y
1926,NNL,,CEL,CEL,Cleveland Elites,7,49,8,40,182,381,,
1926,AL,,CHA,CHW,Chicago White Sox,5,155,81,72,730,665,N,N
1926,NL,,CHN,CHC,Chicago Cubs,4,155,82,72,682,602,N,N
1926,NL,,CIN,CIN,Cincinnati Reds,2,157,87,67,747,651,N,N
1926,AL,,CLE,CLE,Cleveland Indians,2,154,88,66,738,612,N,N
1926,ECL,,CSE,CSE,Cuban Stars East,3,51,29,22,222,185,,
1926,NNL,,CSW,CSW,Cuban Stars West,6,68,19,49,263,403,,
1926,AL,,DET,DET,Detroit Tigers,6,157,79,75,793,830,N,N
1926,NNL,,DM,DYM,Dayton Marcos,8,42,6,36,100,260,,
1926,NNL,,DS,DS,Detroit Stars,4,98,52,45,560,536,,
1926,ECL,,HBG,HBG,Harrisburg Giants,4,49,27,22,291,275,,
1926,ECL,,HIL,HIL,Hilldale Club,1,86,52,32,498,388,,
1926,NNL,,KCM,KCM,Kansas City Monarchs,1,78,57,21,442,293,,
1926,ECL,,NLG,NLG,New York Lincoln Giants,5,52,21,30,247,303,,
1926,ECL,,NS,NS,Newark Stars,8,11,1,10,38,74,,
1926,NL,,NY1,SFG,New York Giants,5,151,74,77,663,668,N,N
1926,AL,,NYA,NYY,New York Yankees,1,155,91,63,847,713,N,Y
1926,AL,,PHA,OAK,Philadelphia Athletics,3,150,83,67,677,570,N,N
1926,NL,,PHI,PHI,Philadelphia Phillies,8,152,58,93,687,900,N,N
1926,NL,,PIT,PIT,Pittsburgh Pirates,3,157,84,69,769,689,N,N
1926,AL,,SLA,BAL,St. Louis Browns,7,155,62,92,682,845,N,N
1926,NL,,SLN,STL,St. Louis Cardinals,1,156,89,65,817,678,Y,Y
1926,NNL,,SLS,SLS,St. Louis Stars,3,85,55,29,711,583,,
1926,AL,,WS1,MIN,Washington Senators,4,152,81,69,802,761,N,N
1927,ECL,,ACB,BG2,Atlantic City Bacharach Giants,1,88,53,35,552,432,,Y
1927,NNL,,BBB,BBB,Birmingham Black Barons,4,98,52,43,475,439,,
1927,ECL,,BBS,BBS,Baltimore Black Sox,4,70,33,35,357,334,,
1927,AL,,BOS,BOS,Boston Red Sox,8,154,51,103,597,856,N,N
1927,ECL,,BRG,BR2,Brooklyn Royal Giants,7,34,11,23,177,232,,
1927,NL,,BRO,LAD,Brooklyn Robins,6,154,65,88,541,619,N,N
1927,NL,,BSN,ATL,Boston Braves,7,155,60,94,651,771,N,N
1927,NNL,,CAG,CAG,Chicago American Giants,1,94,62,31,407,313,Y,Y
1927,AL,,CHA,CHW,Chicago White Sox,5,153,70,83,662,708,N,N
1927,NL,,CHN,CHC,Chicago Cubs,4,153,85,68,750,661,N,N
1927,NNL,,CHT,CHT,Cleveland Hornets,8,49,12,37,170,311,,
1927,NL,,CIN,CIN,Cincinnati Reds,5,153,75,78,643,653,N,N
1927,AL,,CLE,CLE,Cleveland Indians,6,153,66,87,668,766,N,N
1927,ECL,,CSE,CSE,Cuban Stars East,3,60,30,28,275,305,,
1927,NNL,,CSW,CSW,Cuban Stars West,6,70,22,47,227,336,,
1927,AL,,DET,DET,Detroit Tigers,4,156,82,71,845,805,N,N
1927,NNL,,DS,DS,Detroit Stars,5,95,51,44,501,467,,
1927,ECL,,HBG,HBG,Harrisburg Giants,2,67,37,30,390,347,,
1927,ECL,,HIL,HIL,Hilldale Club,5,82,37,45,397,471,,
1927,NNL,,KCM,KCM,Kansas City Monarchs,2,88,55,33,460,327,,
1927,NNL,,MRS,MRS,Memphis Red Sox,7,95,25,67,264,488,,
1927,ECL,,NLG,NLG,New York Lincoln Giants,6,25,10,15,160,222,,
1927,NL,,NY1,SFG,New York Giants,3,155,92,62,817,720,N,N
1927,AL,,NYA,NYY,New York Yankees,1,155,110,44,975,599,Y,Y
1927,AL,,PHA,OAK,Philadelphia Athletics,2,155,91,63,841,726,N,N
1927,NL,,PHI,PHI,Philadelphia Phillies,8,155,51,103,678,903,N,N
1927,NL,,PIT,PIT,Pittsburgh Pirates,1,156,94,60,817,659,N,Y
1927,AL,,SLA,BAL,St. Louis Browns,7,155,59,94,724,904,N,N
1927,NL,,SLN,STL,St. Louis Cardinals,2,153,92,61,754,665,N,N
1927,NNL,,SLS,SLS,St. Louis Stars,3,95,59,36,620,508,,
1927,AL,,WS1,MIN,Washington Senators,3,157,85,69,782,730,N,N
1928,ECL,,ACB,BG2,Atlantic City Bacharach Giants,5,7,2,5,321,304,,
1928,NNL,,BBB,BBB,Birmingham Black Barons,5,99,45,54,344,430,,
1928,ECL,,BBS,BBS,Baltimore Black Sox,1,7,5,2,338,335,,
1928,AL,,BOS,BOS,Boston Red Sox,8,154,57,96,589,770,N,N
1928,NL,,BRO,LAD,Brooklyn Robins,6,155,77,76,665,640,N,N
1928,NL,,BSN,ATL,Boston Braves,7,153,50,103,631,878,N,N
1928,NNL,,CAG,CAG,Chicago American Giants,3,94,56,37,362,276,,
1928,AL,,CHA,CHW,Chicago White Sox,5,155,72,82,656,725,N,N
1928,NL,,CHN,CHC,Chicago Cubs,3,154,91,63,714,615,N,N
1928,NL,,CIN,CIN,Cincinnati Reds,5,153,78,74,648,686,N,N
1928,AL,,CLE,CLE,Cleveland Indians,7,155,62,92,674,830,N,N
1928,ECL,,CSE,CSE,Cuban Stars East,4,6,2,4,166,188,,
1928,NNL,,CSW,CSW,Cuban Stars West,8,54,13,41,169,279,,
1928,NNL,,CTG,CTG,Cleveland Tigers,7,79,20,59,278,418,,
1928,AL,,DET,DET,Detroit Tigers,6,154,68,86,744,804,N,N
1928,NNL,,DS,DS,Detroit Stars,4,89,53,36,487,445,,
1928,EAS,,HG,HG,Homestead Grays,2,20,11,9,117,104,,
1928,EAS,,HIL,HIL,Hilldale Club,1,64,35,28,303,294,,
1928,NNL,,KCM,KCM,Kansas City Monarchs,2,80,50,29,385,294,,
1928,NNL,,MRS,MRS,Memphis Red Sox,6,84,33,51,346,381,,
1928,ECL,,NLG,NLG,New York Lincoln Giants,2,7,5,2,231,212,,
1928,NL,,NY1,SFG,New York Giants,2,155,93,61,807,653,N,N
1928,AL,,NYA,NYY,New York Yankees,1,154,101,53,894,685,Y,Y
1928,AL,,PHA,OAK,Philadelphia Athletics,2,153,98,55,829,615,N,N
1928,NL,,PHI,PHI,Philadelphia Phillies,8,152,43,109,660,957,N,N
1928,NL,,PIT,PIT,Pittsburgh Pirates,4,152,85,67,837,704,N,N
1928,ECL,,PTG,PTG,Philadelphia Tigers,3,5,2,3,34,77,,
1928,AL,,SLA,BAL,St. Louis Browns,3,154,82,72,772,742,N,N
1928,NL,,SLN,STL,St. Louis Cardinals,1,154,95,59,807,636,N,Y
1928,NNL,,SLS,SLS,St. Louis Stars,1,89,63,26,547,381,,Y
1928,AL,,WS1,MIN,Washington Senators,4,155,75,79,718,705,N,N
1929,ANL,,ACB,BG2,Atlantic City Bacharach Giants,5,66,19,45,381,546,,
1929,NNL,,BBB,BBB,Birmingham Black Barons,5,89,32,57,396,512,,
1929,ANL,,BBS,BBS,Baltimore Black Sox,1,70,49,21,525,377,,Y
1929,AL,,BOS,BOS,Boston Red Sox,8,155,58,96,605,803,N,N
1929,NL,,BRO,LAD,Brooklyn Robins,6,153,70,83,755,888,N,N
1929,NL,,BSN,ATL,Boston Braves,8,154,56,98,657,876,N,N
1929,NNL,,CAG,CAG,Chicago American Giants,3,86,48,38,333,340,,
1929,AL,,CHA,CHW,Chicago White Sox,7,152,59,93,627,792,N,N
1929,NL,,CHN,CHC,Chicago Cubs,1,156,98,54,982,758,N,Y
1929,NL,,CIN,CIN,Cincinnati Reds,7,155,66,88,686,760,N,N
1929,AL,,CLE,CLE,Cleveland Indians,3,152,81,71,717,736,N,N
1929,ANL,,CSE,CSE,Cuban Stars East,6,58,15,41,312,436,,
1929,NNL,,CSW,CSW,Cuban Stars West,7,46,13,33,169,239,,
1929,AL,,DET,DET,Detroit Tigers,6,155,70,84,926,928,N,N
1929,NNL,,DS,DS,Detroit Stars,4,69,32,37,435,442,,
1929,ANL,,HG,HG,Homestead Grays,4,66,34,29,389,398,,
1929,ANL,,HIL,HIL,Hilldale Club,3,78,40,35,502,448,,
1929,NNL,,KCM,KCM,Kansas City Monarchs,1,79,62,17,495,273,,Y
1929,NNL,,MRS,MRS,Memphis Red Sox,6,73,21,51,287,415,,
1929,ANL,,NLG,NLG,New York Lincoln Giants,2,68,40,26,508,419,,
1929,NL,,NY1,SFG,New York Giants,3,152,84,67,897,709,N,N
1929,AL,,NYA,NYY,New York Yankees,2,154,88,66,899,775,N,N
1929,AL,,PHA,OAK,Philadelphia Athletics,1,151,104,46,901,615,Y,Y
1929,NL,,PHI,PHI,Philadelphia Phillies,5,154,71,82,897,1032,N,N
1929,NL,,PIT,PIT,Pittsburgh Pirates,2,154,88,65,904,780,N,N
1929,AL,,SLA,BAL,St. Louis Browns,4,154,79,73,733,713,N,N
1929,NL,,SLN,STL,St. Louis Cardinals,4,154,78,74,831,806,N,N
1929,NNL,,SLS,SLS,St. Louis Stars,2,88,56,31,649,443,,
1929,AL,,WS1,MIN,Washington Senators,5,153,71,81,730,776,N,N
1930,NNL,,BBB,BBB,Birmingham Black Barons,5,91,42,47,355,385,,
1930,IND,,BBS,BBS,Baltimore Black Sox,3,46,24,20,232,232,,
1930,AL,,BOS,BOS,Boston Red Sox,8,154,52,102,612,814,N,N
1930,NL,,BRO,LAD,Brooklyn Robins,4,154,86,68,871,738,N,N
1930,NL,,BSN,ATL,Boston Braves,6,154,70,84,693,835,N,N
1930,NNL,,CAG,CAG,Chicago American Giants,4,89,43,46,352,461,,
1930,AL,,CHA,CHW,Chicago White Sox,7,154,62,92,729,884,N,N
1930,NL,,CHN,CHC,Chicago Cubs,2,156,90,64,998,870,N,N
1930,NL,,CIN,CIN,Cincinnati Reds,7,154,59,95,665,857,N,N
1930,AL,,CLE,CLE,Cleveland Indians,4,154,81,73,890,915,N,N
1930,NNL,,CSW,CSW,Cuban Stars West,7,58,21,37,203,223,,
1930,AL,,DET,DET,Detroit Tigers,5,154,75,79,783,833,N,N
1930,NNL,,DS,DS,Detroit Stars,3,80,47,33,374,338,,
1930,IND,,HG,HG,Homestead Grays,1,60,44,15,378,249,,
1930,IND,,HIL,HIL,Hilldale Club,6,39,8,30,186,262,,
1930,NNL,,KCM,KCM,Kansas City Monarchs,2,58,35,23,385,322,,
1930,NNL,,MRS,MRS,Memphis Red Sox,6,68,28,40,344,449,,
1930,NNL,,NEG,BEG,Nashville Elite Giants,8,74,20,53,175,313,,
1930,IND,,NLG,NLG,New York Lincoln Giants,2,56,41,14,411,295,,
1930,NL,,NY1,SFG,New York Giants,3,154,87,67,959,814,N,N
1930,AL,,NYA,NYY,New York Yankees,3,154,86,68,1062,898,N,N
1930,AL,,PHA,OAK,Philadelphia Athletics,1,154,102,52,951,751,Y,Y
1930,NL,,PHI,PHI,Philadelphia Phillies,8,156,52,102,944,1199,N,N
1930,NL,,PIT,PIT,Pittsburgh Pirates,5,154,80,74,891,928,N,N
1930,AL,,SLA,BAL,St. Louis Browns,6,154,64,90,751,886,N,N
1930,NL,,SLN,STL,St. Louis Cardinals,1,154,92,62,1004,784,N,Y
1930,NNL,,SLS,SLS,St. Louis Stars,1,88,65,22,740,465,,Y
1930,AL,,WS1,MIN,Washington Senators,2,154,94,60,892,689,N,N
1931,NNL,,AB2,AB2,Indianapolis ABCs,2,59,32,26,225,231,,
1931,IND,,BBS,BBS,Baltimore Black Sox,6,61,22,38,214,276,,
1931,AL,,BOS,BOS,Boston Red Sox,6,153,62,90,625,800,N,N
1931,NL,,BRO,LAD,Brooklyn Robins,4,153,79,73,681,673,N,N
1931,NL,,BSN,ATL,Boston Braves,7,156,64,90,533,680,N,N
1931,NNL,,CC2,CAG,Chicago Columbia Giants,6,26,6,19,88,114,,
1931,NNL,,CCU,BEG,Cleveland Cubs,3,44,23,21,152,172,,
1931,AL,,CHA,CHW,Chicago White Sox,8,156,56,97,704,939,N,N
1931,NL,,CHN,CHC,Chicago Cubs,3,156,84,70,828,710,N,N
1931,NL,,CIN,CIN,Cincinnati Reds,8,154,58,96,592,742,N,N
1931,AL,,CLE,CLE,Cleveland Indians,4,155,78,76,885,833,N,N
1931,AL,,DET,DET,Detroit Tigers,7,154,61,93,651,836,N,N
1931,NNL,,DS,DS,Detroit Stars,4,55,22,33,194,253,,
1931,IND,,HAR,NBY,Harlem Stars,7,18,6,12,66,88,,
1931,IND,,HG,HG,Homestead Grays,2,56,34,21,286,203,,
1931,IND,,HIL,HIL,Hilldale Club,1,53,38,14,273,173,,
1931,IND,,KCM,KCM,Kansas City Monarchs,4,19,10,9,88,85,,
1931,NNL,,LOW,LVB,Louisville White Sox,5,52,17,34,127,159,,
1931,NL,,NY1,SFG,New York Giants,2,153,87,65,768,599,N,N
1931,AL,,NYA,NYY,New York Yankees,2,155,94,59,1067,760,N,N
1931,AL,,PHA,OAK,Philadelphia Athletics,1,153,107,45,858,626,N,Y
1931,NL,,PHI,PHI,Philadelphia Phillies,6,155,66,88,684,828,N,N
1931,NL,,PIT,PIT,Pittsburgh Pirates,5,155,75,79,636,691,N,N
1931,AL,,SLA,BAL,St. Louis Browns,5,154,63,91,722,870,N,N
1931,NL,,SLN,STL,St. Louis Cardinals,1,154,101,53,815,614,Y,Y
1931,NNL,,SLS,SLS,St. Louis Stars,1,56,44,11,252,141,,Y
1931,AL,,WS1,MIN,Washington Senators,3,156,92,62,843,691,N,N
1932,NSL,,AB2,AB2,Indianapolis ABCs,6,40,16,20,159,209,,
1932,NSL,,BBB,BBB,Birmingham Black Barons,7,19,10,9,49,71,,
1932,EWL,,BBS,BBS,Baltimore Black Sox,3,40,23,17,314,332,,
1932,NSL,,BCA,BCA,Atlanta Black Crackers,11,22,5,17,27,105,,
1932,AL,,BOS,BOS,Boston Red Sox,8,154,43,111,566,915,N,N
1932,NL,,BRO,LAD,Brooklyn Dodgers,3,154,81,73,752,747,N,N
1932,NL,,BSN,ATL,Boston Braves,5,155,77,77,649,655,N,N
1932,NSL,,CAG,CAG,Chicago American Giants,1,43,33,10,199,174,,Y
1932,AL,,CHA,CHW,Chicago White Sox,7,152,49,102,667,897,N,N
1932,NL,,CHN,CHC,Chicago Cubs,1,154,90,64,720,633,N,Y
1932,NL,,CIN,CIN,Cincinnati Reds,8,155,60,94,575,715,N,N
1932,AL,,CLE,CLE,Cleveland Indians,4,153,87,65,845,747,N,N
1932,EWL,,CLS,CL2,Cleveland Stars,7,17,5,11,59,100,,
1932,NSL,,COT,COT,Columbus Turf Club,8,10,3,5,,,,
1932,EWL,,CUP,CUP,Pollock's Cuban Stars,4,22,10,12,115,141,,
1932,AL,,DET,DET,Detroit Tigers,5,153,76,75,799,787,N,N
1932,EWL,,DW,DW,Detroit Wolves,1,25,20,5,155,101,,
